timestamp,type,raw_hex_data
2025-08-11T11:54:57.541043,CORRUPT,400516504000000000002468acf13579bde02468acf13579bde04bf2c00516504579ec
2025-08-11T11:54:58.546880,CORRUPT,400556506000000000002468acf13579bde02468acf13579bde03032c0055650667040
2025-08-11T11:55:59.622383,CORRUPT,8010965e06a628
2025-08-11T11:56:02.980510,CORRUPT,4003564f6000000000002468acf13579bde02468acf13579bde0602f
2025-08-11T11:56:05.416021,CORRUPT,0005565060000bf1600006a960000d092048d159e26af340000000619e64d4
2025-08-11T11:56:10.907792,CORRUPT,0009d652a0000bd86000069060000cf02048d159e26af340000000619dd748
2025-08-11T11:56:11.210105,CORRUPT,400a1652c000000000002468acf13579bce06468acf13579bde0febe
2025-08-11T11:56:12.429782,CORRUPT,c00b165344
2025-08-11T11:56:15.169417,CORRUPT,c00d565465d5d2
2025-08-11T11:56:16.997076,CORRUPT,c00ed655268761
2025-08-11T11:56:23.683360,CORRUPT,00145657e0000ba66000065e60000cbe2048d159e26af34000000061b48be48a
2025-08-11T11:56:25.208211,CORRUPT,c2159658850970
2025-08-11T11:56:25.514208,CORRUPT,0015d658a0000ba66000065e60000cbe2048d159e27af3c080000061a1d65900
2025-08-11T11:56:25.817795,CORRUPT,40161658c000000000002468acf13579bde02468acf13579bde0
