timestamp,type,seq_counter,rtc,data
2025-08-02T18:12:27.244298,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:28.244102,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:29.245246,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:30.244112,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:31.243968,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:32.246820,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:33.244567,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:34.247547,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:35.248891,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:36.251517,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:37.245960,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:38.248681,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:39.246207,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:40.247608,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:41.247507,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
2025-08-02T18:12:42.248410,HK,42,14207,"{'type': 'HK', 'seq_counter': 42, 'rtc': 14207, 'internal': 120.1183203125, 'external': -46.85, 'sensor_board': -46.85, 'gnss': 0, 'altitude': 0, 'crc': 0}"
2025-08-02T18:12:43.252431,BF,99,5497,"{'type': 'BF', 'seq_counter': 99, 'rtc': 5497, 'bit_flip': 4440249817156533370910473634686368896443958803038208, 'crc': 0}"
